CD_STATION,CD_PARAMETRE,NBANASPERTS1,MA_MOY,NBQUANTIF,NORME_DCE,LB_PARAMETRE
06284X1014/D,1206,1,"0,01",0,"0,1",Iprodione
06284X1014/D,1207,1,"0,025",0,"0,1",Isodrine
06284X1014/D,1208,1,"0,025",0,"0,1",Isoproturon
06284X1014/D,1209,1,"0,025",0,"0,1",Linuron
06284X1014/D,1210,1,"0,01",0,"0,1",Malathion
06284X1014/D,1212,1,"0,025",0,"0,1","2,4-MCPA"
06284X1014/D,1213,1,"0,025",0,"0,1","2,4-MCPB"
06284X1014/D,1214,1,"0,025",0,"0,1",Mécoprop
06284X1014/D,1215,1,"0,05",0,"0,1",Métamitrone
06284X1014/D,1216,1,"0,025",0,"0,1",Méthabenzthiazuron
06284X1014/D,1217,1,"0,005",0,"0,1",Méthidathion
06284X1014/D,1218,1,"0,025",0,"0,1",Méthomyl
06284X1014/D,1221,1,"0,0175",0,"0,1",Métolachlore
06284X1014/D,1222,1,"0,025",0,"0,1",Métoxuron
06284X1014/D,1225,1,"0,025",0,"0,1",Métribuzine
06284X1014/D,1226,1,"0,01",0,"0,1",Mévinphos
06284X1014/D,1228,1,"0,025",0,"0,1",Monuron
06284X1014/D,1232,1,"0,01",0,"0,1",Parathion éthyl
06284X1014/D,1233,1,"0,025",0,"0,1",Parathion méthyl
06284X1014/D,1234,1,"0,025",0,"0,1",Pendiméthaline
06284X1014/D,1236,1,"0,025",0,"0,1",Phenmédiphame
06284X1014/D,1237,1,"0,01",0,"0,1",Phosalone
06284X1014/D,1253,1,"0,05",0,"0,1",Prochloraz
06284X1014/D,1254,1,"0,0125",0,"0,1",Prométryne
06284X1014/D,1255,1,"0,025",0,"0,1",Propargite
06284X1014/D,1256,1,"0,0125",0,"0,1",Propazine
06284X1014/D,1257,1,"0,05",0,"0,1",Propiconazole
06284X1014/D,1260,1,"0,005",0,"0,1",Pyrimiphos-éthyl
06284X1014/D,1262,1,"0,01",0,"0,1",Secbuméton
06284X1014/D,1263,1,"0,0225",0,"0,1",Simazine
06284X1014/D,1264,1,"0,025",0,"0,1","2,4,5-T"
06284X1014/D,1266,1,"0,01",0,"0,1",Terbuméton
06284X1014/D,1268,1,"0,015",0,"0,1",Terbuthylazine
06284X1014/D,1269,1,"0,01",0,"0,1",Terbutryne
06284X1014/D,1280,1,"0,025",0,"0,1",Triadiménol
06284X1014/D,1281,1,"0,025",0,"0,1",Triallate
06284X1014/D,1287,1,"0,025",0,"0,1",Trichlorfon
06284X1014/D,1288,1,"0,025",0,"0,1",Triclopyr
06284X1014/D,1289,1,"0,01",0,"0,1",Trifluraline
06284X1014/D,1291,1,"0,005",0,"0,1",Vinclozoline
06284X1014/D,1333,1,"0,025",0,"0,1",Carbétamide
06284X1014/D,1341,1,"0,025",0,"0,1",Chloronèbe
06284X1014/D,1353,1,"0,025",0,"0,1",Chlorsulfuron
06284X1014/D,1359,1,"0,02",0,"0,1",Cyprodinil
06284X1014/D,1360,1,"0,005",0,"0,1",Dichlofluanide
06284X1014/D,1402,1,"0,025",0,"0,1",Diéthofencarbe
06284X1014/D,1403,1,"0,025",0,"0,1",Diméthomorphe
06284X1014/D,1405,1,"0,025",0,"0,1",Hexaconazole
06284X1014/D,1406,1,"0,025",0,"0,1",Lénacile
06284X1014/D,1414,1,"0,005",0,"0,1",Propyzamide
06284X1014/D,1432,1,"0,0175",0,"0,1",Pyriméthanil
06284X1014/D,1463,1,"0,025",0,"0,1",Carbaryl
06284X1014/D,1464,1,"0,01",0,"0,1",Chlorfenvinphos
06284X1014/D,1473,1,"0,025",0,"0,1",Chlorothalonil
06284X1014/D,1474,1,"0,025",0,"0,1",Chlorprophame
06284X1014/D,1480,1,"0,025",0,"0,1",Dicamba
06284X1014/D,1488,1,"0,025",0,"0,1",Diflubenzuron
06284X1014/D,1490,1,"0,025",0,"0,1",Dinitrocrésol(DNOC)
06284X1014/D,1491,1,"0,025",0,"0,1",Dinosèbe
06284X1014/D,1500,1,"0,025",0,"0,1",Fénuron
06284X1014/D,1503,1,"0,05",0,"0,1",Flutriafol
06284X1014/D,1506,1,"0,025",0,"0,1",Glyphosate
06284X1014/D,1510,1,"0,025",0,"0,1",Mercaptodiméthur
06284X1014/D,1515,1,"0,025",0,"0,1",Métobromuron
06284X1014/D,1519,1,"0,0225",0,"0,1",Napropamide
06284X1014/D,1520,1,"0,025",0,"0,1",Néburon
06284X1014/D,1523,1,"0,025",0,"0,1",Perméthrine
06284X1014/D,1528,1,"0,025",0,"0,1",Pirimicarbe
06284X1014/D,1532,1,"0,025",0,"0,1",Propanil
06284X1014/D,1544,1,"0,025",0,"0,1",Triadiméfone
06284X1014/D,1660,1,"0,025",0,"0,1",Tetraconazole
06284X1014/D,1661,1,"0,015",0,"0,1",Tébutame
06284X1014/D,1662,1,"0,025",0,"0,1",Sulcotrione
06284X1014/D,1663,1,"0,025",0,"0,1",Pyrifenox
06284X1014/D,1664,1,"0,01",0,"0,1",Procymidone
06284X1014/D,1665,1,"0,025",0,"0,1",Phoxime
06284X1014/D,1666,1,"0,02",0,"0,1",Oxadixyl
06284X1014/D,1667,1,"0,02",0,"0,1",Oxadiazon
06284X1014/D,1668,1,"0,05",0,"0,1",Oryzalin
06284X1014/D,1669,1,"0,01",0,"0,1",Norflurazon
06284X1014/D,1670,1,"0,0125",0,"0,1",Métazachlore
06284X1014/D,1672,1,"0,05",0,"0,1",Isoxaben
06284X1014/D,1673,1,"0,025",0,"0,1",Hexazinone
06284X1014/D,1675,1,"0,025",0,"0,1",Flurochloridone
06284X1014/D,1678,1,"0,02",0,"0,1",Dimethenamide
06284X1014/D,1679,1,"0,0225",0,"0,1",Dichlobenil
06284X1014/D,1680,1,"0,025",0,"0,1",Cyproconazole
06284X1014/D,1683,1,"0,025",0,"0,1",Chloroxuron
06284X1014/D,1686,1,"0,05",0,"0,1",Bromacil
06284X1014/D,1687,1,"0,02",0,"0,1",Benalaxyl
06284X1014/D,1688,1,"0,025",0,"0,1",Aclonifène
06284X1014/D,1694,1,"0,05",0,"0,1",Tébuconazole
06284X1014/D,1695,1,"0,02",0,"0,1",Imazaméthabenz
06284X1014/D,1700,1,"0,025",0,"0,1",Fenpropidine
06284X1014/D,1706,1,"0,05",0,"0,1",Métalaxyl
06284X1014/D,1707,1,"0,025",0,"0,1",Molinate
06284X1014/D,1708,1,"0,025",0,"0,1",Piclorame
06284X1014/D,1709,1,"0,025",0,"0,1",Piperonyl butoxyde
06284X1014/D,1719,1,"0,025",0,"0,1",Tolylfluanide
06284X1014/D,1742,1,"0,005",0,"0,1",Endosulfan sulfate
06284X1014/D,1744,1,"0,05",0,"0,1",Epoxiconazole
06284X1014/D,1749,1,"0,005",0,"0,03",Heptachlore époxyde trans
06284X1014/D,1757,1,"0,005",0,"0,1",Chlordane béta
06284X1014/D,1762,1,"0,025",0,"0,1",Penconazole
06284X1014/D,1763,1,"0,025",0,"0,1",Ethidimuron
06284X1014/D,1806,1,"0,05",0,"0,1",Aldicarbe sulfoxyde
06284X1014/D,1807,1,"0,05",0,"0,1",Aldicarbe sulfoné
06284X1014/D,1810,1,"0,05",0,"0,1",Clopyralide
06284X1014/D,1812,1,"0,05",0,"0,1",Alpha-cyperméthrine/alphaméthrine
06284X1014/D,1814,1,"0,02",0,"0,1",Diflufenicanil
06284X1014/D,1829,1,"0,025",0,"0,1",Isofenphos
06284X1014/D,1859,1,"0,05",0,"0,1",Bromadiolone
06284X1014/D,1860,1,"0,05",0,"0,1",Bromuconazole
06284X1014/D,1861,1,"0,02",0,"0,1",Bupirimate
06284X1014/D,1863,1,"0,025",0,"0,1",Cadusafos
06284X1014/D,1870,1,"0,025",0,"0,1",Diméfuron
06284X1014/D,1871,1,"0,05",0,"0,1",Diniconazole
06284X1014/D,1875,1,"0,025",0,"0,1",Hexaflumuron
06284X1014/D,1876,1,"0,05",0,"0,1",Hexythiazox
06284X1014/D,1877,1,"0,025",0,"0,1",Imidaclopride
06284X1014/D,1881,1,"0,025",0,"0,1",Myclobutanil
06284X1014/D,1882,1,"0,025",0,"0,1",Nicosulfuron
06284X1014/D,1895,1,"0,025",0,"0,1",Tébufénozide
06284X1014/D,1902,1,"0,05",0,"0,1",Triflumuron
06284X1014/D,1903,1,"0,01",0,"0,1",Acétochlore
06284X1014/D,1905,1,"0,05",0,"0,1",Difénoconazole
06284X1014/D,1906,1,"0,025",0,"0,1",Fenbuconazole
06284X1014/D,1907,1,"0,025",0,"0,1",AMPA
06284X1014/D,1908,1,"0,0175",0,"0,1",Furalaxyl
06284X1014/D,1909,1,"0,05",0,"0,1",Haloxyfop-méthyl-R
06284X1014/D,1912,1,"0,05",0,"0,1",Métosulame
06284X1014/D,1913,1,"0,025",0,"0,1",Thifensulfuron méthyl
06284X1014/D,1939,1,"0,025",0,"0,1",Flazasulfuron
06284X1014/D,1945,1,"0,025",0,"0,1",Isoxaflutole
06284X1014/D,1951,1,"0,025",0,"0,1",Azoxystrobine
06284X1014/D,1965,1,"0,025",0,"0,1",Asulame
06284X1014/D,1967,1,"0,05",0,"0,1",Fenoxycarbe
06284X1014/D,1970,1,"0,025",0,"0,1",Acifluorfen
06284X1014/D,2008,1,"0,025",0,"0,1",Flurtamone
06284X1014/D,2009,1,"0,025",0,"0,1",Fipronil
06284X1014/D,2012,1,"0,025",0,"0,1",Amidosulfuron
06284X1014/D,2017,1,"0,01",0,"0,1",Clomazone
06284X1014/D,2022,1,"0,025",0,"0,1",Fludioxonil
06284X1014/D,2027,1,"0,02",0,"0,1",Ofurace
06284X1014/D,2028,1,"0,01",0,"0,1",Quinoxyfen
06284X1014/D,2045,1,"0,01",0,"0,1",Terbuthylazine déséthyl
06284X1014/D,2070,1,"0,025",0,"0,1",Quizalofop éthyl
06288X0076/153C,1104,1,"0,0275",0,"0,1",Amétryne
06288X0076/153C,1107,1,"0,015",0,"0,1",Atrazine
06288X0076/153C,1108,1,"0,02",0,"0,1",Atrazine déséthyl
06288X0076/153C,1109,1,"0,01",0,"0,1",Atrazine déisopropyl
06288X0076/153C,1137,1,"0,01",0,"0,1",Cyanazine
06288X0076/153C,1155,1,"0,01",0,"0,1",Desmétryne
06288X0076/153C,1256,1,"0,0125",0,"0,1",Propazine
06288X0076/153C,1262,1,"0,01",0,"0,1",Secbuméton
06288X0076/153C,1263,1,"0,0225",0,"0,1",Simazine
06288X0076/153C,1266,1,"0,01",0,"0,1",Terbuméton
06288X0076/153C,1268,1,"0,015",0,"0,1",Terbuthylazine
06288X0076/153C,1269,1,"0,01",0,"0,1",Terbutryne
06288X0076/153C,2045,1,"0,01",0,"0,1",Terbuthylazine déséthyl
06291X0008/143C,1083,1,"0,025",0,"0,1",Chlorpyriphos-éthyl
06291X0008/143C,1092,1,"0,025",0,"0,1",Prosulfocarbe
06291X0008/143C,1094,1,"0,025",0,"0,1",Lambda-cyhalothrine
06291X0008/143C,1101,1,"0,015",0,"0,1",Alachlore
06291X0008/143C,1102,1,"0,025",0,"0,1",Aldicarbe
06291X0008/143C,1103,1,"0,005",0,"0,03",Aldrine
06291X0008/143C,1104,1,"0,0275",0,"0,1",Amétryne
06291X0008/143C,1105,1,"0,025",0,"0,1",Aminotriazole
06291X0008/143C,1107,1,"0,015",0,"0,1",Atrazine
06291X0008/143C,1108,1,"0,02",0,"0,1",Atrazine déséthyl
06291X0008/143C,1109,1,"0,01",0,"0,1",Atrazine déisopropyl
06291X0008/143C,1113,1,"0,025",0,"0,1",Bentazone
06291X0008/143C,1125,1,"0,025",0,"0,1",Bromoxynil
06291X0008/143C,1129,1,"0,025",0,"0,1",Carbendazime
06291X0008/143C,1130,1,"0,025",0,"0,1",Carbofuran
06291X0008/143C,1133,1,"0,04",0,"0,1",Chloridazone
06291X0008/143C,1136,1,"0,025",0,"0,1",Chlortoluron
06291X0008/143C,1137,1,"0,01",0,"0,1",Cyanazine
06291X0008/143C,1139,1,"0,025",0,"0,1",Cymoxanil
06291X0008/143C,1140,1,"0,05",0,"0,1",Cyperméthrine
06291X0008/143C,1141,1,"0,025",0,"0,1","2,4-D"
06291X0008/143C,1142,1,"0,025",0,"0,1","2,4-DB"
06291X0008/143C,1146,1,"0,005",0,"0,1",DDE 44'
06291X0008/143C,1147,1,"0,005",0,"0,1",DDT 24'
06291X0008/143C,1148,1,"0,01",0,"0,1",DDT 44'
06291X0008/143C,1149,1,"0,05",0,"0,1",Deltaméthrine
06291X0008/143C,1155,1,"0,01",0,"0,1",Desmétryne
06291X0008/143C,1157,1,"0,01",0,"0,1",Diazinon
06291X0008/143C,1169,1,"0,025",0,"0,1",Dichlorprop
06291X0008/143C,1170,1,"0,005",0,"0,1",Dichlorvos
06291X0008/143C,1173,1,"0,005",0,"0,03",Dieldrine
06291X0008/143C,1175,1,"0,01",0,"0,1",Diméthoate
06291X0008/143C,1176,1,"0,025",0,"0,1",Dinoterbe
06291X0008/143C,1177,1,"0,025",0,"0,1",Diuron
06291X0008/143C,1178,1,"0,01",0,"0,1",Endosulfan alpha
06291X0008/143C,1179,1,"0,025",0,"0,1",Endosulfan bêta
06291X0008/143C,1181,1,"0,01",0,"0,1",Endrine
06291X0008/143C,1184,1,"0,0175",0,"0,1",Ethofumésate
06291X0008/143C,1187,1,"0,01",0,"0,1",Fénitrothion
06291X0008/143C,1189,1,"0,035",0,"0,1",Fenpropimorphe
06291X0008/143C,1190,1,"0,005",0,"0,1",Fenthion
06291X0008/143C,1192,1,"0,05",0,"0,1",Folpel
06291X0008/143C,1194,1,"0,025",0,"0,1",Flusilazole
06291X0008/143C,1197,1,"0,01",0,"0,03",Heptachlore
06291X0008/143C,1200,1,"0,01",0,"0,1",Hexachlorocyclohexane alpha
06291X0008/143C,1201,1,"0,005",0,"0,1",Hexachlorocyclohexane bêta
06291X0008/143C,1202,1,"0,0175",0,"0,1",Hexachlorocyclohexane delta
06291X0008/143C,1203,1,"0,01",0,"0,1",Hexachlorocyclohexane gamma
06291X0008/143C,1205,1,"0,025",0,"0,1",Ioxynil
06291X0008/143C,1206,1,"0,01",0,"0,1",Iprodione
06291X0008/143C,1207,1,"0,025",0,"0,1",Isodrine
06291X0008/143C,1208,1,"0,025",0,"0,1",Isoproturon
06291X0008/143C,1209,1,"0,025",0,"0,1",Linuron
06291X0008/143C,1210,1,"0,01",0,"0,1",Malathion
06291X0008/143C,1212,1,"0,025",0,"0,1","2,4-MCPA"
06291X0008/143C,1213,1,"0,025",0,"0,1","2,4-MCPB"
06291X0008/143C,1214,1,"0,025",0,"0,1",Mécoprop
06291X0008/143C,1215,1,"0,05",0,"0,1",Métamitrone
06291X0008/143C,1216,1,"0,025",0,"0,1",Méthabenzthiazuron
06291X0008/143C,1217,1,"0,005",0,"0,1",Méthidathion
06291X0008/143C,1218,1,"0,025",0,"0,1",Méthomyl
06291X0008/143C,1221,1,"0,0175",0,"0,1",Métolachlore
06291X0008/143C,1222,1,"0,025",0,"0,1",Métoxuron
06291X0008/143C,1225,1,"0,025",0,"0,1",Métribuzine
06291X0008/143C,1226,1,"0,01",0,"0,1",Mévinphos
06291X0008/143C,1228,1,"0,025",0,"0,1",Monuron
06291X0008/143C,1232,1,"0,01",0,"0,1",Parathion éthyl
06291X0008/143C,1233,1,"0,025",0,"0,1",Parathion méthyl
06291X0008/143C,1234,1,"0,025",0,"0,1",Pendiméthaline
06291X0008/143C,1236,1,"0,025",0,"0,1",Phenmédiphame
06291X0008/143C,1237,1,"0,01",0,"0,1",Phosalone
06291X0008/143C,1253,1,"0,05",0,"0,1",Prochloraz
06291X0008/143C,1254,1,"0,0125",0,"0,1",Prométryne
06291X0008/143C,1255,1,"0,025",0,"0,1",Propargite
06291X0008/143C,1256,1,"0,0125",0,"0,1",Propazine
06291X0008/143C,1257,1,"0,05",0,"0,1",Propiconazole
06291X0008/143C,1260,1,"0,005",0,"0,1",Pyrimiphos-éthyl
06291X0008/143C,1262,1,"0,01",0,"0,1",Secbuméton
06291X0008/143C,1263,1,"0,0225",0,"0,1",Simazine
06291X0008/143C,1264,1,"0,025",0,"0,1","2,4,5-T"
06291X0008/143C,1266,1,"0,01",0,"0,1",Terbuméton
06291X0008/143C,1268,1,"0,015",0,"0,1",Terbuthylazine
06291X0008/143C,1269,1,"0,01",0,"0,1",Terbutryne
06291X0008/143C,1280,1,"0,025",0,"0,1",Triadiménol
06291X0008/143C,1281,1,"0,025",0,"0,1",Triallate
06291X0008/143C,1287,1,"0,025",0,"0,1",Trichlorfon
06291X0008/143C,1288,1,"0,025",0,"0,1",Triclopyr
06291X0008/143C,1289,1,"0,01",0,"0,1",Trifluraline
06291X0008/143C,1291,1,"0,005",0,"0,1",Vinclozoline
06291X0008/143C,1333,1,"0,025",0,"0,1",Carbétamide
06291X0008/143C,1341,1,"0,025",0,"0,1",Chloronèbe
06291X0008/143C,1353,1,"0,025",0,"0,1",Chlorsulfuron
06291X0008/143C,1359,1,"0,02",0,"0,1",Cyprodinil
06291X0008/143C,1360,1,"0,005",0,"0,1",Dichlofluanide
06291X0008/143C,1402,1,"0,025",0,"0,1",Diéthofencarbe
06291X0008/143C,1403,1,"0,025",0,"0,1",Diméthomorphe
06291X0008/143C,1405,1,"0,025",0,"0,1",Hexaconazole
06291X0008/143C,1406,1,"0,025",0,"0,1",Lénacile
06291X0008/143C,1414,1,"0,005",0,"0,1",Propyzamide
06291X0008/143C,1432,1,"0,0175",0,"0,1",Pyriméthanil
06291X0008/143C,1463,1,"0,025",0,"0,1",Carbaryl
06291X0008/143C,1464,1,"0,01",0,"0,1",Chlorfenvinphos
06291X0008/143C,1473,1,"0,025",0,"0,1",Chlorothalonil
06291X0008/143C,1480,1,"0,025",0,"0,1",Dicamba
06291X0008/143C,1488,1,"0,025",0,"0,1",Diflubenzuron
06291X0008/143C,1490,1,"0,025",0,"0,1",Dinitrocrésol(DNOC)
06291X0008/143C,1491,1,"0,025",0,"0,1",Dinosèbe
06291X0008/143C,1500,1,"0,025",0,"0,1",Fénuron
06291X0008/143C,1503,1,"0,05",0,"0,1",Flutriafol
06291X0008/143C,1506,1,"0,025",0,"0,1",Glyphosate
06291X0008/143C,1510,1,"0,025",0,"0,1",Mercaptodiméthur
06291X0008/143C,1515,1,"0,025",0,"0,1",Métobromuron
06291X0008/143C,1519,1,"0,0225",0,"0,1",Napropamide
06291X0008/143C,1520,1,"0,025",0,"0,1",Néburon
06291X0008/143C,1523,1,"0,025",0,"0,1",Perméthrine
06291X0008/143C,1528,1,"0,025",0,"0,1",Pirimicarbe
06291X0008/143C,1532,1,"0,025",0,"0,1",Propanil
06291X0008/143C,1660,1,"0,025",0,"0,1",Tetraconazole
06291X0008/143C,1661,1,"0,015",0,"0,1",Tébutame
06291X0008/143C,1662,1,"0,025",0,"0,1",Sulcotrione
06291X0008/143C,1663,1,"0,025",0,"0,1",Pyrifenox
06291X0008/143C,1664,1,"0,01",0,"0,1",Procymidone
06291X0008/143C,1665,1,"0,025",0,"0,1",Phoxime
06291X0008/143C,1666,1,"0,02",0,"0,1",Oxadixyl
06291X0008/143C,1667,1,"0,02",0,"0,1",Oxadiazon
06291X0008/143C,1668,1,"0,05",0,"0,1",Oryzalin
06291X0008/143C,1669,1,"0,025",0,"0,1",Norflurazon
06291X0008/143C,1670,1,"0,0125",0,"0,1",Métazachlore
06291X0008/143C,1672,1,"0,05",0,"0,1",Isoxaben
06291X0008/143C,1673,1,"0,025",0,"0,1",Hexazinone
06291X0008/143C,1675,1,"0,025",0,"0,1",Flurochloridone
06291X0008/143C,1678,1,"0,02",0,"0,1",Dimethenamide
06291X0008/143C,1679,1,"0,0225",0,"0,1",Dichlobenil
06291X0008/143C,1680,1,"0,025",0,"0,1",Cyproconazole
06291X0008/143C,1683,1,"0,025",0,"0,1",Chloroxuron
06291X0008/143C,1686,1,"0,05",0,"0,1",Bromacil
06291X0008/143C,1687,1,"0,02",0,"0,1",Benalaxyl
06291X0008/143C,1688,1,"0,025",0,"0,1",Aclonifène
06291X0008/143C,1694,1,"0,05",0,"0,1",Tébuconazole
06291X0008/143C,1700,1,"0,025",0,"0,1",Fenpropidine
06291X0008/143C,1706,1,"0,05",0,"0,1",Métalaxyl
06291X0008/143C,1708,1,"0,025",0,"0,1",Piclorame
06291X0008/143C,1709,1,"0,025",0,"0,1",Piperonyl butoxyde
06291X0008/143C,1712,1,"0,025",0,"0,1",Propachlore
06291X0008/143C,1742,1,"0,005",0,"0,1",Endosulfan sulfate
06291X0008/143C,1744,1,"0,05",0,"0,1",Epoxiconazole
06291X0008/143C,1749,1,"0,005",0,"0,03",Heptachlore époxyde trans
06291X0008/143C,1757,1,"0,005",0,"0,1",Chlordane béta
06291X0008/143C,1762,1,"0,025",0,"0,1",Penconazole
06291X0008/143C,1763,1,"0,025",0,"0,1",Ethidimuron
06291X0008/143C,1806,1,"0,05",0,"0,1",Aldicarbe sulfoxyde
06291X0008/143C,1807,1,"0,05",0,"0,1",Aldicarbe sulfoné
06291X0008/143C,1810,1,"0,05",0,"0,1",Clopyralide
06291X0008/143C,1812,1,"0,05",0,"0,1",Alpha-cyperméthrine/alphaméthrine
06291X0008/143C,1814,1,"0,02",0,"0,1",Diflufenicanil
06291X0008/143C,1829,1,"0,025",0,"0,1",Isofenphos
06291X0008/143C,1859,1,"0,05",0,"0,1",Bromadiolone
06291X0008/143C,1861,1,"0,02",0,"0,1",Bupirimate
06291X0008/143C,1863,1,"0,025",0,"0,1",Cadusafos
06291X0008/143C,1870,1,"0,025",0,"0,1",Diméfuron
06291X0008/143C,1875,1,"0,025",0,"0,1",Hexaflumuron
06291X0008/143C,1876,1,"0,05",0,"0,1",Hexythiazox
06291X0008/143C,1877,1,"0,025",0,"0,1",Imidaclopride
06291X0008/143C,1879,1,"0,025",0,"0,1",Metconazole
06291X0008/143C,1881,1,"0,025",0,"0,1",Myclobutanil
06291X0008/143C,1882,1,"0,025",0,"0,1",Nicosulfuron
06291X0008/143C,1903,1,"0,025",0,"0,1",Acétochlore
06291X0008/143C,1905,1,"0,05",0,"0,1",Difénoconazole
06291X0008/143C,1906,1,"0,025",0,"0,1",Fenbuconazole
06291X0008/143C,1907,1,"0,025",0,"0,1",AMPA
06291X0008/143C,1908,1,"0,0175",0,"0,1",Furalaxyl
06291X0008/143C,1909,1,"0,05",0,"0,1",Haloxyfop-méthyl-R
06291X0008/143C,1911,1,"0,02",0,"0,1",Imazaméthabenz-méthyl
06291X0008/143C,1912,1,"0,05",0,"0,1",Métosulame
06291X0008/143C,1913,1,"0,025",0,"0,1",Thifensulfuron méthyl
06291X0008/143C,1937,1,"0,05",0,"0,1",Naptalame
06291X0008/143C,1945,1,"0,025",0,"0,1",Isoxaflutole
06291X0008/143C,2008,1,"0,025",0,"0,1",Flurtamone
06291X0008/143C,2009,1,"0,025",0,"0,1",Fipronil
06291X0008/143C,2012,1,"0,025",0,"0,1",Amidosulfuron
06291X0008/143C,2013,1,"0,0175",0,"0,1",Anthraquinone
06291X0008/143C,2017,1,"0,025",0,"0,1",Clomazone
06291X0008/143C,2028,1,"0,0325",0,"0,1",Quinoxyfen
06291X0008/143C,2045,1,"0,01",0,"0,1",Terbuthylazine déséthyl
06291X0008/143C,2070,1,"0,025",0,"0,1",Quizalofop éthyl
06521X0019/SCE,1083,4,"0,025",0,"0,1",Chlorpyriphos-éthyl
06521X0019/SCE,1092,4,"0,025",0,"0,1",Prosulfocarbe
06521X0019/SCE,1094,4,"0,025",0,"0,1",Lambda-cyhalothrine
06521X0019/SCE,1101,4,"0,015",0,"0,1",Alachlore
06521X0019/SCE,1102,4,"0,025",0,"0,1",Aldicarbe
06521X0019/SCE,1103,4,"0,005",0,"0,03",Aldrine
06521X0019/SCE,1104,4,"0,0275",0,"0,1",Amétryne
06521X0019/SCE,1105,4,"0,025",0,"0,1",Aminotriazole
06521X0019/SCE,1107,4,"0,015",0,"0,1",Atrazine
06521X0019/SCE,1108,4,"0,02",0,"0,1",Atrazine déséthyl
06521X0019/SCE,1109,4,"0,01",0,"0,1",Atrazine déisopropyl
06521X0019/SCE,1113,4,"0,025",0,"0,1",Bentazone
06521X0019/SCE,1125,4,"0,025",0,"0,1",Bromoxynil
06521X0019/SCE,1129,4,"0,025",0,"0,1",Carbendazime
06521X0019/SCE,1130,4,"0,025",0,"0,1",Carbofuran
06521X0019/SCE,1133,4,"0,04",0,"0,1",Chloridazone
